Username,AVIATE_ONE_BLOCKS,ANIMALS_BRED,BELL_RING,BOAT_ONE_BLOCKS,CLEAN_ARMOR,CLEAN_BANNER,CLEAN_SHULKER_BOX,CLIMB_ONE_BLOCKS,CROUCH_ONE_BLOCKS,DAMAGE_ABSORBED,DAMAGE_BLOCKED_BY_SHIELD,DAMAGE_DEALT,DAMAGE_DEALT_ABSORBED,DAMAGE_DEALT_RESISTED,DAMAGE_RESISTED,DAMAGE_TAKEN,DEATHS,DROP,EAT_CAKE_SLICE,ENCHANT_ITEM,FALL_ONE_BLOCKS,FILL_CAULDRON,FISH_CAUGHT,FLY_ONE_BLOCKS,HAPPY_GHAST_ONE_BLOCKS,HORSE_ONE_BLOCKS,INSPECT_DISPENSER,INSPECT_DROPPER,INSPECT_HOPPER,INTERACT_WITH_ANVIL,INTERACT_WITH_BEACON,INTERACT_WITH_BLAST_FURNACE,INTERACT_WITH_BREWINGSTAND,INTERACT_WITH_CAMPFIRE,INTERACT_WITH_CARTOGRAPHY_TABLE,INTERACT_WITH_CRAFTING_TABLE,INTERACT_WITH_FURNACE,INTERACT_WITH_GRINDSTONE,INTERACT_WITH_LECTERN,INTERACT_WITH_LOOM,INTERACT_WITH_SMITHING_TABLE,INTERACT_WITH_SMOKER,INTERACT_WITH_STONECUTTER,JUMP,LEAVE_GAME,MINECART_ONE_BLOCKS,MOB_KILLS,NAUTILUS_ONE_BLOCKS,OPEN_BARREL,OPEN_CHEST,OPEN_ENDERCHEST,OPEN_SHULKER_BOX,PIG_ONE_BLOCKS,PLAY_NOTEBLOCK,PLAY_RECORD,PLAYER_KILLS,POT_FLOWER,RAID_TRIGGER,RAID_WIN,SLEEP_IN_BED,SNEAK_TIME,SPRINT_ONE_BLOCKS,STRIDER_ONE_BLOCKS,SWIM_ONE_BLOCKS,TALKED_TO_VILLAGER,TARGET_HIT,TIME_SINCE_DEATH,TIME_SINCE_REST,TOTAL_WORLD_TIME,TRADED_WITH_VILLAGER,TRIGGER_TRAPPED_CHEST,TUNE_NOTEBLOCK,USE_CAULDRON,WALK_ON_WATER_ONE_BLOCKS,WALK_ONE_BLOCKS,WALK_UNDER_WATER_ONE_BLOCKS
Troldeskov,0,1,5,8858,0,0,0,98,134,0,1890,11410,0,0,50,4674,2,21,0,0,1125,0,0,5697,2840,14449,2,6,0,2,0,0,10,0,0,106,69,1,8,1,0,4,8,5394,11,0,74,0,404,212,27,110,0,0,3,0,0,0,0,15,6774,3939,0,652,15,0,238228,22745,986557,0,0,4,0,184,43063,246
AquaaW,94741,0,0,817,0,0,0,7,5382,0,0,42679,0,0,181,9422,3,229,0,0,3270,0,0,16227,0,0,0,16,40,36,1,0,0,0,0,102,89,0,13,0,5,0,0,10671,27,0,1810,0,389,1114,9,218,0,0,0,0,0,0,0,20,83642,12468,0,480,0,0,326383,1475,948335,0,1,2,0,291,32465,350
repensluvsyou,0,0,0,6830,0,0,0,29,872,0,5832,24904,0,0,2,6354,3,167,0,0,2531,0,0,20088,0,0,0,0,0,0,0,0,0,0,0,68,37,0,3,0,0,0,0,11494,14,0,136,0,20,55,5,29,0,0,0,0,0,0,0,9,34724,11811,0,1899,10,0,399585,7018,945545,0,0,0,0,1125,20614,657
natbesosilly,37724,0,0,6065,0,0,0,139,1384,0,1348,24514,0,0,19,7994,7,244,0,8,5387,0,0,51228,0,0,2,6,0,16,0,0,0,0,0,51,77,1,14,0,2,0,0,20146,16,0,157,0,166,199,5,128,0,0,0,0,0,0,0,3,43250,39133,0,4923,0,0,485024,5973,935107,0,0,2,0,1368,23139,597
MonkaSaddd,0,0,2,0,0,0,0,228,90,0,0,3686,0,0,0,12007,32,26,0,0,1164,0,0,2780,0,0,0,0,0,0,0,0,0,0,0,31,25,0,0,0,0,0,0,2075,20,0,25,0,13,171,5,13,0,0,0,0,0,0,0,11,2901,4915,0,234,0,0,33596,33628,923605,0,0,0,0,310,10072,133
halodeer,0,4,0,16290,0,0,0,184,210,0,1030,12913,0,0,9,6448,2,130,0,0,971,0,0,8149,0,0,1,0,5,0,0,2,0,0,0,140,198,2,1,0,1,0,1,5736,6,0,65,0,68,253,3,72,0,0,0,0,0,0,0,32,16519,8220,0,2566,76,0,23878,12484,883965,86,0,0,2,2192,25101,5752
Duckstir,0,0,0,9337,0,0,0,113,520,0,7740,79545,0,0,4,13515,3,247,0,10,7276,0,0,52352,0,0,26,0,3,1,0,101,0,0,0,120,152,5,4,0,2,0,0,22533,7,0,564,0,51,382,90,176,0,0,0,0,0,0,0,1,26788,28488,0,3253,4,0,72561,11284,869807,0,0,0,0,937,16377,1381
lynnxultra,0,1,0,17288,0,0,0,14,591,0,0,10721,0,0,2,4827,5,12,0,0,1470,0,0,10888,0,0,0,1,2,0,0,0,0,0,0,84,73,0,10,0,0,0,0,7854,6,0,78,0,23,190,31,39,0,0,0,0,0,0,0,36,25321,9783,0,1673,16,0,216403,37595,843036,5,0,0,0,877,24511,396
Asagraum,0,0,0,7282,0,0,0,143,331,0,0,144,0,0,0,1628,0,141,0,0,1345,0,0,7599,56701,501,0,2,1,0,0,0,0,0,0,3,0,0,16,0,2,0,0,5026,16,0,1,0,148,183,4,121,0,168,11,0,0,0,0,8,8140,10980,0,588,0,0,839952,1125,839952,0,0,53,0,367,32028,270
hazardsematary,0,0,0,4764,0,0,0,462,1237,0,7106,9320,0,0,34,2726,2,24,0,0,2031,0,0,15966,0,0,0,2,0,0,0,0,0,0,0,59,40,0,13,0,1,0,0,7796,3,0,55,0,57,168,4,39,0,0,0,0,0,0,0,10,42106,11077,0,413,2,0,274306,11314,822312,0,1,0,0,746,18046,163
Rooster_777,61934,0,0,2016,0,0,0,195,664,0,6622,160743,0,0,302,12324,1,316,0,118,5083,0,0,32314,0,0,2,0,2,16,0,1,0,0,2,56,34,44,1,0,17,0,0,15081,15,0,5639,0,256,165,149,99,0,0,0,8,0,0,0,0,20826,23015,0,1245,15,0,789703,133540,804492,4,8,0,0,981,18082,1214
vanitteking,0,0,0,5541,0,0,0,704,257,0,1370,6365,0,0,8,2843,2,9,0,0,376,0,0,767,0,0,0,0,0,0,0,0,0,0,0,74,47,0,0,0,0,4,6,3229,6,0,45,0,16,148,1,6,0,0,0,0,3,0,0,15,20964,6824,0,16,0,0,151430,40097,801588,0,0,0,0,435,29667,286
allysunnn,7644,1,0,5315,0,0,0,192,77,0,6396,10104,0,0,48,9341,18,49,0,20,3462,0,0,16711,0,47,0,2,7,5,0,25,0,0,1,60,48,17,13,0,2,1,1,7942,8,0,2547,0,115,368,30,160,0,0,0,0,0,0,0,12,7932,9496,0,452,29,0,101966,102012,797592,45,13,1,0,635,18683,2248
qwefoli,0,0,0,3010,0,0,0,252,1122,0,4368,12188,0,0,79,5922,13,68,0,0,1256,1,0,9809,0,0,0,0,0,0,0,0,0,0,0,107,177,0,3,0,0,0,25,6088,39,0,81,0,13,97,0,150,0,0,0,0,5,0,0,6,40304,13902,0,164,0,0,6393,2139,730304,0,0,0,0,305,17325,60
LMan458,3988,0,0,10268,0,0,0,24,563,104,8850,23035,0,0,30,16784,28,11,0,0,5701,0,0,33609,0,0,0,0,0,0,0,0,0,0,0,121,162,0,5,0,0,0,0,18229,13,0,157,0,74,28,27,3,0,1,0,0,0,0,0,12,27733,18496,0,3080,1,0,3420,3504,705328,0,0,22,0,1577,16736,974
GoodUbu,0,0,1,16446,0,0,0,280,253,0,420,32825,0,0,53,6605,3,82,0,2,1577,0,81,14241,0,0,0,0,0,17,0,0,0,0,0,77,110,3,18,0,8,0,5,7593,10,409,3143,0,119,396,7,84,0,0,11,0,1,0,0,7,9505,11715,0,1351,34,0,32870,9464,667432,9,1,8,0,1008,27768,1413
KargoMC,18058,0,0,1450,0,0,0,49,303,31,5048,14215,0,0,173,9500,14,58,0,3,2258,0,0,15292,0,429,0,0,0,0,0,0,0,0,0,40,48,2,8,0,1,0,0,7165,18,0,610,0,36,76,7,146,0,0,0,0,0,0,0,16,13920,13072,0,519,18,0,11573,427,655383,25,0,0,0,320,13252,240
HoneyToad,0,2,0,13612,0,0,0,331,836,0,6234,17089,0,0,0,8216,15,38,0,0,2116,0,0,13458,0,17400,0,0,0,0,0,38,0,0,0,61,94,0,0,0,0,4,21,7164,18,0,96,0,3,175,0,35,0,0,0,0,0,0,0,15,27944,14422,0,725,16,0,18413,6709,611689,23,0,0,0,586,17466,587
Ok4489,95197,0,0,9262,0,0,0,10,77,0,996,4225,0,0,0,6135,10,34,0,0,2498,0,0,18856,0,0,6,4,38,1,0,0,0,0,0,40,50,0,1,0,1,0,0,9482,11,0,28,0,7,239,0,77,0,0,0,0,0,0,0,15,3084,16099,0,2905,0,0,19264,19299,605240,0,0,0,0,820,16696,376
rishanks23,119045,0,0,355,0,0,0,27,249,0,2026,50547,0,0,59,14111,5,158,0,0,2230,0,0,7199,0,7,1,18,1,9,0,0,0,0,0,9,0,0,4,0,2,0,0,5257,7,0,253,0,77,101,2,153,0,0,0,0,0,0,0,1,12197,13237,0,1770,21,0,65252,12900,588211,14,0,29,0,954,7722,584
Rosa_Violet,3161,0,5,11449,0,0,0,14,83,0,2864,7714,0,0,0,4814,5,49,0,0,2654,0,0,22546,0,0,0,0,0,0,0,0,0,0,0,45,36,0,5,0,0,0,0,10574,10,0,101,0,9,75,2,48,0,0,0,0,0,0,0,22,5888,15985,0,1070,1,0,3961,3992,576761,0,0,5,0,883,11665,684
Its__elle,0,0,0,0,0,0,0,177,17,0,0,3046,0,0,12,6377,5,19,0,0,1101,0,0,6393,0,0,0,0,0,3,0,4,0,0,0,33,67,2,5,0,0,6,0,4237,18,0,13,0,75,760,40,107,0,0,0,1,0,0,0,21,2022,22495,0,664,0,0,262740,2959,568860,0,0,0,0,445,12457,424
biologybirb,0,0,0,7790,0,0,0,750,396,0,0,5764,0,0,182,6714,9,17,0,0,1811,0,0,12333,0,0,0,0,0,0,0,0,0,0,0,64,77,0,18,0,0,0,0,6968,8,0,45,0,41,144,12,30,0,0,0,0,0,0,0,14,16330,12458,0,338,0,0,142620,2743,529497,0,0,4,0,445,11044,206
ARandomGuitar,35628,0,0,3234,0,0,0,90,886,0,270,21792,0,0,137,5859,8,51,0,30,2681,0,0,17964,0,0,1,1,1,8,0,0,4,0,0,39,34,10,5,0,2,0,0,8611,8,0,1257,0,52,96,10,147,0,0,0,0,0,0,0,3,20904,11518,0,266,1,0,354441,549,493143,0,0,0,0,397,10745,248
MoistRoomba,5610,0,0,4202,0,0,0,53,1252,0,0,23052,0,0,2,3713,0,17,0,0,1837,0,0,16013,0,0,0,0,0,0,0,0,3,0,0,15,10,0,6,0,0,0,0,6380,4,0,469,0,39,115,2,29,0,0,0,0,0,0,0,21,32566,13818,0,182,3,0,483145,22088,483212,0,0,0,0,153,16165,185
Callumc1401,21572,0,0,2436,0,0,0,133,550,0,3068,2857,0,0,149,1720,0,48,0,9,988,0,0,12062,0,0,1,0,1,13,0,0,0,0,0,25,0,7,10,0,0,0,0,4708,22,1074,18,0,186,60,17,181,0,13,0,0,0,0,0,5,13708,9138,0,47,2,0,466894,10964,466894,0,0,24,0,177,14821,425
moonlightmandate,0,8,0,14298,0,0,0,0,1,0,2848,6131,0,0,0,2669,4,28,0,0,740,0,0,1912,0,0,0,0,0,0,0,3,0,0,0,18,19,0,0,0,0,1,0,3240,5,0,44,0,2,67,0,4,0,0,0,0,0,0,0,5,88,9856,0,911,0,0,309913,9479,466219,0,0,0,0,450,9171,157
HayItzTayTay,0,0,0,0,0,0,0,0,382,0,0,3242,0,0,0,1674,0,5,0,0,640,0,0,5680,0,0,0,0,0,0,0,0,0,0,0,34,34,0,3,0,0,0,0,3011,7,0,19,0,21,235,6,3,0,0,0,0,0,0,0,14,10337,3608,0,70,0,0,460672,17334,460672,0,0,0,0,29,10689,22
Fryktion,0,0,0,0,0,0,0,2,1,0,0,927,0,0,4,588,2,0,0,0,153,0,0,3234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1037,2,0,6,0,15,21,2,7,0,0,0,0,0,0,0,0,309,2811,0,7,0,0,4664,4723,448115,0,2,0,0,5,2887,34
Juiso,0,0,0,2065,0,0,0,98,494,0,2043,8960,0,0,0,3761,0,2,0,0,1201,0,0,8454,0,0,0,0,0,0,0,0,0,0,0,38,33,3,0,0,0,0,0,4694,11,0,56,0,3,175,0,19,0,0,0,0,0,0,0,7,15886,8409,0,902,0,0,421201,2770,421201,0,0,0,0,293,9085,32
jrdn21,0,0,0,6574,0,0,0,33,308,10,0,19978,0,0,8,4661,1,19,0,0,3594,0,0,28211,0,0,0,0,0,0,0,0,0,0,0,36,75,0,4,0,1,0,0,11166,5,0,114,0,194,65,5,13,0,0,0,0,0,0,0,1,12975,14413,0,944,1,0,218844,127168,416392,0,0,6,0,323,7414,282
chalizce,0,0,0,8507,0,0,0,221,1328,0,7384,8918,0,0,62,1045,0,54,0,0,1201,0,0,11751,0,1783,0,0,2,5,0,0,0,0,1,42,14,0,0,0,0,0,1,5358,5,0,53,0,21,231,11,181,0,0,1,0,0,0,0,9,29663,13141,0,467,2,0,410184,58232,410184,0,5,0,0,196,8931,239
RyanHAM148,0,15,0,758,0,0,0,81,571,0,0,4369,0,0,0,3186,6,1,0,0,1395,0,0,6901,0,0,0,0,0,0,0,0,0,0,0,52,13,0,0,0,0,0,0,5291,8,0,23,0,1,89,0,4,0,0,0,0,0,0,0,8,17363,7570,0,129,0,0,18680,2817,408674,0,0,0,0,152,15474,219
Dr4coFre4kz,0,0,0,0,0,0,0,191,433,0,1020,3092,0,0,0,3235,5,21,0,0,1238,0,0,6699,0,71186,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,9,4003,19,0,19,0,24,21,0,4,0,0,0,0,0,0,0,8,21925,2710,0,520,0,0,118545,11935,361373,0,5,0,0,341,4942,150
nohugpls,0,0,0,18,0,0,0,46,526,40,360,13970,0,0,4,6157,5,75,0,0,2154,0,0,11040,0,33094,0,0,0,0,0,0,0,0,0,56,88,0,0,0,0,0,23,6321,7,0,109,0,18,73,1,5,0,0,0,0,0,0,0,7,19132,6773,0,436,1,0,291245,11889,359963,0,0,0,0,623,8086,149
meowzombiez,5184,0,0,0,0,0,0,85,32,0,0,766,0,0,5,1570,2,23,0,0,224,0,0,180,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1091,2,0,7,0,68,37,7,17,0,0,2,0,0,0,0,7,2458,1557,0,0,0,0,18529,3968,354335,0,0,0,0,39,15940,71
Vertigo_exe,28797,0,0,2718,0,0,0,10,244,0,5436,16015,0,0,11,4194,1,80,0,0,1590,0,0,10746,0,0,0,0,0,0,0,0,0,0,0,23,2,0,9,0,0,0,0,4859,5,0,84,0,154,42,24,38,0,0,0,0,0,0,0,3,9646,8516,0,1232,0,0,267885,54553,338688,0,2,2,0,397,4763,387
.kiwiii6971,0,0,0,375,0,0,0,3,218,0,0,2419,0,0,0,1644,5,5,0,0,479,0,0,409,0,14377,0,0,0,1,0,0,0,0,0,23,27,0,0,0,0,0,0,2782,6,0,21,0,20,32,3,30,0,0,0,0,0,0,0,7,14220,2713,0,178,0,0,9501,9547,320531,0,0,0,0,697,14007,253
Xpression,0,0,0,1579,0,0,0,10,330,0,1788,23705,0,0,2,4256,0,53,0,0,1210,0,0,7587,0,0,0,0,0,0,0,0,0,0,2,20,28,0,0,0,0,0,4,3981,4,0,138,0,5,67,2,33,0,0,0,0,0,0,0,2,13620,4837,0,261,1,0,306795,37782,306795,0,0,0,0,460,8160,106
Kiwi_wewe,10671,0,0,186,0,0,0,39,121,0,8176,12151,0,0,20,3644,3,34,0,2,1849,0,0,16665,0,0,0,0,0,8,0,0,0,0,0,27,37,1,0,0,2,0,0,6806,5,0,578,0,77,21,22,35,0,0,0,0,0,0,0,0,5340,9247,0,1214,0,0,226956,15884,303264,0,1,6,0,475,5439,543
TheGrumpyRogue,0,0,0,1182,0,0,0,58,43,0,4048,4213,0,0,0,2964,5,10,0,0,372,0,0,319,0,5,0,0,0,0,0,0,0,0,0,48,40,0,6,0,0,0,0,2349,11,0,30,0,60,35,5,1,0,0,0,0,0,0,0,17,1102,2210,0,338,1,0,2661,1698,299482,0,0,0,0,259,18497,111
bobshankle,0,0,0,4,0,0,0,41,209,0,0,8347,0,0,102,4081,3,20,0,0,1613,0,0,7713,0,0,0,0,1,0,0,2,0,0,0,30,54,0,0,0,0,1,3,5294,6,0,81,0,47,63,26,65,0,0,0,0,0,0,0,9,7458,6398,0,309,0,0,5334,5018,298328,0,1,0,0,280,6922,138
Bekcat,0,0,0,2526,0,0,0,11,46,0,3720,367,0,0,0,481,0,11,0,0,72,0,27,799,0,50293,0,0,0,1,0,0,0,27,0,10,1,0,0,0,0,0,0,946,1,0,2,0,34,91,7,7,0,0,0,0,3,0,0,14,2441,3660,0,0,0,0,262431,18854,262431,0,0,0,0,156,7675,2
dannydoggx,0,0,0,4420,0,0,0,4,176,0,80,5101,0,0,0,2640,4,0,0,0,468,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,1,3,0,22,1,0,0,0,2810,6,0,24,0,14,38,3,4,0,0,0,0,0,0,0,1,5884,6600,0,630,2,0,25097,25188,236934,0,1,0,0,637,7152,316
GraduallyMelon,0,0,0,788,0,0,0,1,199,28,1776,22297,0,0,0,2076,3,33,0,0,1222,0,0,7491,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,1,4030,11,0,137,0,2,25,4,37,0,0,0,0,0,0,0,7,9632,6709,0,930,0,0,10704,10735,222493,0,0,0,0,203,5117,49
eely_,0,0,0,2019,0,0,0,1,385,0,0,1017,0,0,32,1708,0,4,0,0,1306,0,0,7276,0,56,0,0,0,0,0,0,0,0,0,41,19,0,0,0,0,0,0,3412,4,0,4,0,117,21,0,0,0,0,0,0,2,0,0,7,11232,3861,0,89,0,0,200874,3050,200874,0,0,0,0,95,4484,267
TunaBeef,16750,0,0,1340,0,0,0,34,139,0,0,10941,0,0,12,3429,1,30,0,0,741,0,0,6711,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,0,0,0,2924,5,0,65,0,261,9,0,22,0,0,0,0,0,0,0,0,4262,5174,0,117,0,0,51846,17956,196899,0,0,8,0,139,3144,330
Tiziqn,0,0,0,2208,0,0,0,26,473,40,354,12268,0,0,0,3240,2,20,0,0,1061,0,0,8327,0,0,6,0,0,0,0,0,0,0,0,37,27,0,0,0,0,0,0,3797,2,0,51,0,7,79,1,10,0,0,3,0,0,0,0,0,13067,4644,0,246,0,0,75401,7484,185173,0,0,0,0,138,4102,27
Renskel,0,0,0,9556,0,0,0,0,112,0,420,1513,0,0,0,620,1,8,0,0,388,0,0,3223,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1444,8,0,12,0,50,14,3,17,0,0,0,0,0,0,0,1,4124,2700,0,441,0,0,98360,13961,181330,0,0,0,0,213,4939,13
nate_phoenix32,0,0,0,3640,0,0,0,1,5,0,390,600,0,0,0,665,0,4,0,0,209,0,0,1037,0,4,0,0,0,0,0,1,0,0,0,8,12,0,4,0,0,0,0,1284,5,0,5,0,28,36,13,14,0,0,0,0,0,0,0,4,1479,5858,0,57,0,0,172464,12600,172464,0,0,0,0,88,7246,25
Ticucit,0,0,0,10794,0,0,0,30,77,0,2070,1208,0,0,0,1157,1,6,0,0,1323,0,0,8874,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3493,2,0,8,0,1,9,1,4,0,0,0,0,0,0,0,7,3064,3835,0,179,1,0,3089,3167,171507,0,0,0,0,152,1636,22
Shade269,0,0,0,3429,0,0,0,0,3,0,0,3020,0,0,0,1096,0,0,0,0,294,0,0,2162,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,858,5,0,20,0,14,63,0,1,0,0,0,0,0,0,0,5,266,2254,0,54,0,0,164313,29281,164313,0,0,0,0,79,1264,5
umthisisawendys,0,0,0,519,0,0,0,53,50,0,0,375,7,0,6,219,0,4,0,0,359,0,0,2391,195,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1150,4,0,59,0,46,15,2,18,0,0,0,0,0,0,0,1,4347,2419,0,19,0,0,158765,112082,158765,0,0,1,0,25,3107,355
BioGlitchz,0,0,0,4006,0,0,0,3,134,0,1684,913,0,0,0,390,0,0,0,0,563,0,0,4135,0,0,0,0,0,0,0,0,0,0,0,7,13,0,2,0,0,0,0,2212,3,0,6,0,4,21,0,1,0,0,0,0,0,0,0,4,4308,2831,0,272,0,0,158371,12755,158371,0,0,0,0,221,4091,92
FemboyLucci,0,0,0,12426,0,0,0,0,33,0,0,399,0,0,6,930,2,1,0,0,635,0,0,4892,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1952,5,0,4,0,3,11,4,18,0,0,0,0,0,0,0,0,1489,1821,0,404,0,0,29727,13437,157673,0,0,0,0,155,1013,101
cosmicclowny,0,0,0,48,0,0,0,9,10,0,1366,11423,0,0,0,4033,4,12,0,0,321,0,0,1702,0,0,0,0,0,0,0,0,0,0,0,10,18,0,3,0,0,0,0,1981,1,0,57,0,4,0,1,14,0,0,0,0,0,0,0,3,2564,4030,0,409,1,0,666,706,155789,0,0,0,0,721,6018,56
matty_matics,0,1,1,118,0,0,0,7,7,0,1550,8851,0,0,46,3600,2,14,0,16,534,0,0,3629,0,0,0,0,0,2,0,0,0,0,0,14,24,9,4,0,1,0,0,1935,4,0,1058,0,32,37,16,27,0,0,0,0,0,0,0,2,1147,3225,0,55,0,0,72562,68605,150562,0,0,0,0,99,4251,179
TheRightAngle52,0,0,0,5582,0,0,0,1,42,0,0,9723,0,0,0,1619,1,11,0,0,731,0,0,5456,0,0,0,0,0,0,0,0,0,0,1,18,21,0,0,0,0,12,0,2512,4,0,91,0,6,18,0,15,0,0,0,0,0,0,0,5,2666,6791,0,345,0,0,1496,1537,149158,0,0,0,0,173,2870,79
DazrockFTW,0,0,0,0,0,0,0,0,80,0,0,6,0,0,107,1124,0,1,0,0,2581,0,6,10170,0,0,0,0,0,0,0,0,0,0,1,0,5,0,4,0,0,0,0,3942,7,0,0,0,18,60,2,7,0,0,0,0,0,0,0,0,1724,5977,0,169,0,0,140206,19631,140206,0,0,8,0,67,1382,15
FXMorph,0,0,0,67,0,0,0,27,141,0,0,2034,0,0,2,1400,1,26,0,1,443,0,0,5501,0,0,0,0,0,0,0,0,0,0,0,15,17,0,1,0,0,0,0,1968,1,0,9,0,4,57,2,29,0,0,0,0,0,0,0,2,2818,2151,0,15,0,0,118118,5726,135480,0,0,0,0,10,4995,1
BigNyash,0,0,0,0,0,0,0,9,20,0,0,890,0,0,1,1083,2,3,0,0,302,0,0,5571,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,0,0,0,0,2087,3,0,5,0,85,39,3,8,0,0,0,0,0,0,0,1,1237,3272,0,26,0,0,55085,13969,131392,0,0,0,0,24,2901,544
Selenyx,0,0,1,11010,0,0,0,14,11,0,0,495,0,0,0,520,0,0,0,0,215,0,0,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1537,4,0,3,0,5,9,0,11,0,0,0,0,0,0,0,6,955,2829,0,781,0,0,130710,8387,130710,0,0,0,0,366,7149,136
slowoffal,0,0,0,771,0,0,0,96,22,0,1288,2382,0,0,0,896,1,8,0,0,472,0,0,5831,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2411,1,0,12,0,1,19,2,18,0,0,1,0,0,0,0,0,1378,1990,0,569,0,0,1124,1163,129678,0,0,0,0,246,2445,209
SoS_Eclipse,0,0,0,1058,0,0,0,21,93,0,6366,11263,0,0,0,4209,2,32,0,0,746,0,0,17715,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4236,1,0,66,0,12,32,3,8,0,0,0,0,0,0,0,0,7427,2704,0,85,0,0,60562,5583,120832,0,0,0,0,162,1758,54
NeoM4niac,0,0,0,2188,0,0,0,10,99,0,60,2600,0,0,0,575,1,9,0,0,677,0,0,5883,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2138,4,0,26,0,12,21,5,16,0,0,0,1,0,0,0,3,2923,2196,0,182,1,0,86798,12304,114858,0,0,0,0,125,2325,67
T_Bloom,0,0,0,258,0,0,0,13,14,0,0,0,0,0,6,44,0,5,0,0,207,0,0,2643,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,925,2,0,0,0,27,17,1,7,0,0,0,0,0,0,0,0,939,3404,0,69,0,0,105481,19702,105481,0,0,0,0,84,1878,24
Knyll,0,0,0,1537,0,0,0,0,29,0,0,3916,0,0,0,1997,4,1,0,0,272,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,8,25,0,6,0,0,0,0,1053,9,0,35,0,14,7,2,1,0,0,0,0,0,0,0,4,1425,1025,0,539,0,0,37023,2990,104448,0,0,0,0,276,2099,151
_lwsn_,0,0,0,286,0,0,0,0,25,0,868,1851,0,0,0,523,0,0,0,0,386,0,0,3604,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,1551,3,0,10,0,3,26,0,2,0,0,0,0,0,0,0,0,1210,2631,0,31,0,0,100772,10261,100772,0,0,0,0,75,2414,18
MagnusVD,0,0,0,2091,0,0,0,22,0,0,0,76,0,0,2,493,2,0,0,0,78,0,0,132,0,0,0,0,0,0,0,0,0,0,0,19,14,0,3,0,0,0,0,592,10,0,1,0,9,6,4,2,0,0,0,0,0,0,0,0,17,1858,0,0,0,0,12996,13026,98877,0,0,0,0,85,5267,46
BurundiAryan,0,0,0,6285,0,0,0,0,7,0,0,296,0,0,2,772,1,15,0,0,214,0,0,9200,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1179,1,0,1,0,3,2,0,7,0,0,0,0,0,0,0,0,3224,3631,0,5,0,0,67138,2683,98040,0,0,0,0,47,1361,337
vampfyp,0,0,0,70,0,0,0,8,90,0,0,787,0,0,6,556,0,1,0,0,406,0,0,4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1639,5,0,6,0,43,93,16,195,0,0,1,0,0,0,0,1,9933,3141,0,134,0,0,96550,25797,96550,0,5,0,0,42,1552,54
SoulTamer,0,0,0,216,0,0,0,0,1,0,0,1166,0,0,18,965,0,6,0,0,703,0,0,5445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1892,7,0,8,0,6,11,8,4,0,0,0,0,0,0,0,0,164,1835,0,215,0,0,95858,5713,95858,0,0,0,0,41,815,31
phiil,0,0,0,0,0,0,0,0,2,0,0,401,0,0,7,452,0,1,0,0,1039,0,0,5612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2278,5,0,2,0,4,2,1,1,0,0,0,0,0,0,0,0,92,3317,0,55,0,0,92106,36036,92106,0,0,0,0,34,510,4
Ajakx13,0,0,0,582,0,0,0,69,8,0,0,497,0,0,2,648,1,4,0,0,143,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,2,0,2,0,2,65,1,3,0,0,0,0,0,0,0,1,710,2743,0,100,0,0,22213,855,89243,0,0,0,0,42,4320,258
StarlightSkipper,0,0,0,2039,0,0,0,22,35,0,0,5084,0,0,0,963,0,0,0,0,491,0,0,2522,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,12,0,1527,11,0,30,0,7,11,0,31,0,0,1,0,0,0,0,7,1277,1781,0,156,0,0,86648,2303,86648,0,0,0,0,109,3129,44
